z,x,y
1404,7.553661901,45.7213888
2278,7.603780873,45.5205334
1565,7.574191827,45.54472418
1458,7.492020326,45.42624666
1005,7.602037615,45.44767509
2078,7.359560768,45.69619849
2018,7.641541086,45.53969894
2113,7.444452191,45.53630348
759,7.660407646,45.7076918
2070,7.559189913,45.61678716
1852,7.577735211,45.61449745
1066,7.613880043,45.44799608
2793,7.441884299,45.64683915
2240,7.363015582,45.41249022
2583,7.621748634,45.52247043
2123,7.550464068,45.70043443
1912,7.601330897,45.60556352
1497,7.512643312,45.44150153
1661,7.42657833,45.71162149
1080,7.320922226,45.44792545
2145,7.599602522,45.6515142
1881,7.529436642,45.52484367
2643,7.541098809,45.57571115
1543,7.563746901,45.72076175
2190,7.579068282,45.64540321
2423,7.557319177,45.59926919
2308,7.546726394,45.55881315
1999,7.330235373,45.60900311
2700,7.533622688,45.66570903
2189,7.5585088,45.6094048
3011,7.378247909,45.64832822
1197,7.371737679,45.71854867
2702,7.451272318,45.60800856
2313,7.356443093,45.4858709
2378,7.471825884,45.47010824
1074,7.644655581,45.67278522
2842,7.509812374,45.58912699
1649,7.347229755,45.59364145
1240,7.396664417,45.43807538
544,7.364085788,45.73753495
1853,7.389605991,45.56544549
2128,7.623328416,45.58624613
1847,7.664074011,45.5722945
1998,7.318166501,45.68421772
2498,7.604916132,45.57645236
1683,7.439667897,45.45298772
528,7.433451537,45.73964465
1153,7.651798762,45.65019223
1204,7.643597587,45.72353682
974,7.572543647,45.46125578
1050,7.410450913,45.44820281
2686,7.424352908,45.64371133
1297,7.435926201,45.4401682
522,7.530709964,45.73913646
1630,7.647156289,45.63128809
2726,7.373371902,45.54932863
2886,7.502837892,45.58693309
2966,7.451943,45.56162517
1789,7.638358028,45.4500357
2449,7.568181027,45.58729619
2565,7.633857994,45.51415338
1178,7.405530511,45.71209675
1406,7.317684049,45.63340421
674,7.442867478,45.41838782
544,7.369739519,45.73863218
1472,7.642660103,45.71124321
867,7.360365652,45.43460921
1885,7.625823576,45.49877644
929,7.532615418,45.49167026
2331,7.526208814,45.66309768
1561,7.311478081,45.44613327
2261,7.427189455,45.4730448
1116,7.402709924,45.45265563
1675,7.638689436,45.55632884
1823,7.611712705,45.61293849
2149,7.446536359,45.5146318
1936,7.414507909,45.59981241
2654,7.440939823,45.62814429
2226,7.42957863,45.47940688
1802,7.510461867,45.70174254
2477,7.371448706,45.50359831
2468,7.447631921,45.526681
2801,7.322062492,45.50022538
1582,7.507945734,45.44111868
2197,7.433217944,45.46398966
1664,7.62090678,45.60994943
1444,7.53161502,45.46450225
2237,7.564259368,45.62073047
1088,7.507529223,45.49816658
2445,7.316562699,45.60627738
2733,7.414768293,45.62814001
2863,7.485506,45.58447602
2959,7.412036381,45.61511716
2008,7.386524907,45.56354551
1552,7.512563443,45.44414601
1730,7.650847797,45.5275712
827,7.537818687,45.42160554
919,7.622594466,45.43094858
1487,7.542239327,45.71825367
540,7.45000734,45.7373354
1622,7.348179074,45.42556692
508,7.505866877,45.74119507
1219,7.667786305,45.46226283
2741,7.463905881,45.65041133
2868,7.414282928,45.67089302
2192,7.450524985,45.51078412
1400,7.404776059,45.70656239
2761,7.42140232,45.51418769
1721,7.619298225,45.6300441
707,7.505218939,45.72892558
1253,7.545166165,45.46988243
2877,7.420866662,45.69433687
2093,7.587752772,45.5303842
2158,7.643517167,45.53872471
705,7.666597418,45.42637726
2172,7.445222761,45.5166349
1978,7.628025793,45.70900251
2470,7.328252144,45.64584201
1952,7.390281469,45.55601015
1721,7.633424751,45.71355235
1444,7.462517945,45.71195883
2735,7.452375917,45.49153878
858,7.383894202,45.43188368
572,7.308684126,45.73043922
2372,7.405713196,45.60341648
1703,7.654754695,45.63805192
2648,7.375950071,45.54979099
2324,7.45444237,45.4599941
2439,7.612640411,45.54678717
2408,7.353849883,45.67913452
3212,7.343267525,45.52656514
2304,7.371489424,45.63149334
2156,7.327111538,45.64231768
1416,7.562661719,45.50513459
1988,7.419857697,45.7035614
1037,7.651685159,45.7254018
2115,7.503488349,45.52535276
1057,7.563946912,45.73279875
2859,7.399132792,45.62102985
1310,7.476636275,45.71894526
2305,7.338829983,45.46962555
2271,7.554406696,45.69487779
2434,7.402823606,45.56651169
1569,7.425966186,45.40792329
2021,7.647219654,45.60201783
1853,7.654191143,45.59195408
891,7.559676699,45.73441086
523,7.548780074,45.41007649
1910,7.593337722,45.62617144
827,7.579769176,45.42503191
2178,7.401022855,45.47272531
1725,7.593634746,45.67299952
2251,7.321193385,45.48308372
2891,7.430810767,45.50221844
3285,7.344224292,45.52436189
930,7.660308576,45.71854275
1593,7.547117006,45.46525521
2280,7.623528115,45.53422691
2213,7.477096386,45.67563774
1853,7.666403494,45.47700447
2068,7.456041204,45.67097355
3300,7.386969232,45.66429873
1617,7.663928275,45.53160403
1889,7.641161149,45.54438776
2104,7.581121045,45.60742153
2649,7.432282333,45.62725187
1287,7.497849951,45.41597649
697,7.653251124,45.68012166
2465,7.561823366,45.60079456
1524,7.662574054,45.52070274
2640,7.421175963,45.63025051
1052,7.506318247,45.71701444
1860,7.469405872,45.45355406
2094,7.3089564,45.4684522
1799,7.580331676,45.6773111
707,7.584767736,45.44161507
823,7.604635635,45.73494344
1318,7.631747298,45.62482574
675,7.403444603,45.73136799
1852,7.508759395,45.6663022
2729,7.465146912,45.65730041
2407,7.643078067,45.57211581
2315,7.528699742,45.65953532
2133,7.336901628,45.56278201
1650,7.621441933,45.49554941
1786,7.570245992,45.52583239
2563,7.34146006,45.66693184
1042,7.364417579,45.43766584
1224,7.526341824,45.42325284
1581,7.337271051,45.61499281
1550,7.426542197,45.71266819
1813,7.664800059,45.59347913
554,7.34642619,45.73356774
2661,7.515145398,45.62700033
1505,7.350510079,45.61246692
2681,7.354302697,45.47227517
1830,7.313614843,45.42836071
2357,7.519054898,45.65266036
1540,7.604491642,45.72017143
1294,7.644388481,45.43298456
1813,7.642459381,45.64078673
1771,7.38817048,45.44871463
2008,7.651025734,45.60364817
2913,7.46014179,45.62795994
2389,7.579257109,45.63391336
1900,7.367123375,45.70426839
594,7.586786103,45.44875562
2706,7.511144972,45.65433887
2260,7.647181634,45.47954344
1561,7.631089206,45.66993922
518,7.62027967,45.41578247
2100,7.624233038,45.50377356
3369,7.385890283,45.67669759
2263,7.313063496,45.6638997
2293,7.398952874,45.55936699
2305,7.590090857,45.63807518
1836,7.309020547,45.62658591
846,7.578633228,45.43250335
1896,7.570124762,45.56701374
1058,7.653524379,45.64955707
2200,7.579097641,45.60215747
2336,7.326056945,45.6687311
886,7.639132323,45.42025882
2583,7.458756158,45.47383334
2706,7.439997737,45.48357413
1439,7.475737601,45.52494128
1281,7.331117424,45.70988463
1753,7.587943604,45.52067492
955,7.371516907,45.72152035
1294,7.499818988,45.69958715
2383,7.644428396,45.50439106
2584,7.455384611,45.58405089
2667,7.44153291,45.62538829
2594,7.392494016,45.62262487
2547,7.622792342,45.525538
1784,7.530155134,45.52288017
1643,7.619732518,45.60363379
2653,7.390992823,45.61708526
616,7.452124239,45.73146939
778,7.628544452,45.42458416
2354,7.613100261,45.55031674
782,7.61687883,45.42886745
2160,7.512919839,45.56979083
3108,7.408790293,45.53475119
1545,7.412879402,45.45585346
1618,7.522137428,45.50756744
2565,7.329572766,45.41572447
3104,7.387399452,45.51773897
1606,7.461258589,45.70982372
2181,7.592291055,45.70281715
1539,7.35296699,45.60690077
2159,7.312617219,45.53925463
1233,7.505705357,45.71316654
1016,7.508198241,45.42610232
3309,7.381885821,45.6674484
1626,7.666717863,45.52853949
3295,7.367190399,45.52300932
1954,7.429755313,45.7067115
2472,7.445017023,45.58568645
2800,7.466599437,45.6138157
1087,7.508408108,45.4969936
1569,7.63913509,45.60996696
574,7.425179127,45.74096169
2285,7.345112905,45.57588785
1693,7.524455721,45.4779025
2770,7.416987951,45.56940187
1755,7.531910095,45.52712301
1594,7.657475469,45.46125801
2121,7.600358221,45.59783968
2352,7.550310048,45.55458789
1377,7.341943835,45.43263889
1401,7.664370983,45.63631625
2239,7.3831997,45.62193209
2357,7.428959041,45.48116628
1442,7.538927421,45.51961288
700,7.357426768,45.72496155
2047,7.388913317,45.41135646
2340,7.452734275,45.60059033
3307,7.350197802,45.52705761
2069,7.557698692,45.56845705
2937,7.454394816,45.62202126
2855,7.405287547,45.61223618
2335,7.482408566,45.65251392
2366,7.361161286,45.45824727
2889,7.368658084,45.56476441
1775,7.344979589,45.59446986
2000,7.37676967,45.61906161
1368,7.317223255,45.7017574
2500,7.357370249,45.58064917
1235,7.532758025,45.71882396
818,7.561075556,45.42292927
2035,7.510828411,45.66342217
2424,7.505660332,45.63847206
2666,7.542596059,45.6385077
2000,7.606615619,45.66374563
2267,7.313454694,45.66360315
2273,7.380907332,45.58197776
2035,7.32880261,45.58424116
2254,7.550083742,45.6029079
1975,7.355608447,45.59223479
743,7.573660643,45.47144025
381,7.666202152,45.69393565
2730,7.407812558,45.61025862
2075,7.449488127,45.53873483
2092,7.591935747,45.60642725
2219,7.452863897,45.45975994
1964,7.565601357,45.56989284
1896,7.369310914,45.70402024
2566,7.411684738,45.57973562
1665,7.516372378,45.45005042
1170,7.443343791,45.43822345
2323,7.510633605,45.57384667
1118,7.541271031,45.43499389
2605,7.442028184,45.57682167
2776,7.394396687,45.69480982
2326,7.560870679,45.62353232
2017,7.616219084,45.66186846
1180,7.556341563,45.48832052
2887,7.544356501,45.66403109
1828,7.628154628,45.66066165
929,7.345109117,45.44136823
1267,7.642050236,45.69996373
2236,7.589312219,45.63365887
2078,7.359727545,45.6960944
2051,7.591526351,45.65561166
1921,7.625897098,45.4601582
3240,7.37865998,45.515763
2881,7.413829049,45.65658212
747,7.39569027,45.43046887
1749,7.661147334,45.51566133
1225,7.4117934,45.44249852
1890,7.606227966,45.6318713
2490,7.570937867,45.65440505
2894,7.427075251,45.62413013
2404,7.396201169,45.4930597
1584,7.585360441,45.67597036
569,7.499753551,45.73351239
999,7.554695916,45.72695815
1710,7.374561903,45.60762607
2927,7.462778395,45.58187406
1905,7.60931526,45.7082633
1782,7.40903014,45.40651753
1594,7.613954841,45.46477224
594,7.551392754,45.73889485
1505,7.577764549,45.51443768
1739,7.584411626,45.54181295
689,7.58207591,45.44790415
2317,7.422203928,45.70005445
2677,7.476234582,45.65107222
2374,7.586507865,45.69585946
1894,7.602414769,45.66379575
1680,7.658089531,45.47034007
994,7.517392234,45.42870825
632,7.588122001,45.45118329
2853,7.502498167,45.58833029
1366,7.654130059,45.66520653
512,7.499009687,45.74117487
2549,7.421946819,45.51888713
2834,7.307150884,45.41256981
1072,7.48015127,45.7244208
1561,7.345759553,45.42628221
2577,7.528381098,45.66628066
2620,7.329082572,45.65426758
2168,7.650978641,45.57627973
1984,7.373876161,45.70023968
1650,7.620009727,45.45974345
3020,7.46209205,45.61873561
2001,7.602247236,45.6129684
952,7.535733366,45.49144558
2668,7.561148952,45.6381287
2605,7.456541095,45.57760891
2113,7.581001112,45.65750298
916,7.668053857,45.65817379
786,7.437978506,45.41875549
2369,7.472251665,45.49583691
1659,7.665997097,45.48815023
1954,7.604620919,45.53153931
1808,7.65418659,45.60947061
3036,7.435022435,45.64535547
2394,7.352049573,45.68351108
2626,7.48220889,45.60468366
1016,7.601086589,45.43938883
1693,7.371277728,45.60026073
2473,7.604499183,45.55164919
2774,7.349881465,45.46997221
1551,7.493008336,45.67402714
1910,7.610579951,45.70767176
2153,7.623197349,45.56029717
2427,7.412988572,45.58492707
2195,7.583589217,45.62944864
2749,7.461186622,45.57793304
1936,7.31859858,45.4274554
2635,7.515323506,45.63796865
1403,7.639565987,45.72049604
2648,7.431087335,45.6291092
1364,7.496113165,45.72230187
1160,7.641828668,45.67253976
777,7.315194413,45.71683821
2290,7.596602906,45.64788948
2423,7.310656178,45.54427269
1908,7.610811019,45.6678557
982,7.43562361,45.41610162
2132,7.602792704,45.52832672
2304,7.481647898,45.66565099
2413,7.436359553,45.5185383
1812,7.612882083,45.60722491
2892,7.343559754,45.54475934
2064,7.594823326,45.50784008
1116,7.574979226,45.42883392
684,7.456921165,45.73070979
2636,7.348108337,45.47821895
1980,7.451733136,45.4503629
2011,7.660360308,45.56810873
1556,7.670363923,45.59547923
1774,7.343767847,45.60400716
2866,7.319964643,45.59257403
1789,7.345363913,45.58333669
3321,7.396025046,45.53166855
2775,7.364837638,45.57048337
2149,7.604753442,45.52787766
1932,7.580313487,45.52148537
2243,7.602137541,45.64756373
1243,7.659115038,45.44288116
2623,7.508027975,45.64173095
2552,7.353642993,45.46981814
2460,7.442911237,45.65581125
1462,7.628982879,45.72031092
1195,7.485004902,45.5138611
1964,7.392823085,45.4779875
2341,7.487719096,45.55453153
2854,7.404271865,45.66143604
1303,7.670341811,45.5339073
1302,7.515166691,45.4180662
1790,7.619738899,45.69850426
1688,7.47244984,45.43089957
1724,7.403708351,45.46049892
2023,7.452005404,45.66864532
1734,7.648874569,45.6098934
767,7.319493677,45.72020654
1474,7.540731464,45.52351143
2587,7.568205742,45.70230209
2104,7.458846374,45.67561778
2944,7.370227501,45.5135314
2774,7.400309433,45.65003083
1042,7.464961619,45.72293871
1741,7.327852836,45.69753758
2582,7.60840498,45.54633549
3051,7.418842626,45.54169185
1882,7.583820599,45.61472002
1307,7.377967439,45.46309608
880,7.363300193,45.43465335
835,7.396376964,45.72847652
2253,7.381213856,45.5769217
2712,7.468348365,45.6527243
2651,7.393640169,45.5417868
3129,7.3973332,45.50948443
2158,7.367932511,45.69998096
1018,7.651465431,45.71744889
2448,7.488403696,45.54060157
1970,7.353941465,45.6245702
2140,7.601710706,45.51744665
1055,7.553708756,45.430603
1926,7.439748117,45.45908598
3164,7.41782105,45.53758696
675,7.523394618,45.41024777
2679,7.336306383,45.48338002
2887,7.38476199,45.52521591
2007,7.614037511,45.63429175
1307,7.521180175,45.44125456
3517,7.321601917,45.5153922
2344,7.516651438,45.52900616
1412,7.335182186,45.70739405
1882,7.5872294,45.54325303
496,7.665638383,45.41314126
2561,7.476061583,45.66211422
2216,7.575757895,45.64801405
610,7.338773053,45.72419269
743,7.442882921,45.7264607
1946,7.364287625,45.46604864
3121,7.37221843,45.6558217
983,7.548870844,45.50350627
500,7.483991591,45.74297821
1853,7.498968503,45.52484326
1707,7.515166085,45.45017032
1948,7.457545731,45.51704996
1776,7.456288634,45.53387331
1056,7.609509323,45.44296642
2831,7.52013012,45.58368173
623,7.370128671,45.7279848
2182,7.498944155,45.48207776
1581,7.591498846,45.48223573
1830,7.654675949,45.60668818
2763,7.392747974,45.50777846
1500,7.418164293,45.71167109
1742,7.5041717,45.66988148
3067,7.351393054,45.5184151
1686,7.545613156,45.54219724
2912,7.415411846,45.56200037
2363,7.475350243,45.68901168
1703,7.392505401,45.58673743
2361,7.483832918,45.64251804
2240,7.640258079,45.4653708
1407,7.562164094,45.49134527
1910,7.431966608,45.44992771
2729,7.425797765,45.54262851
2234,7.578488558,45.65469423
1607,7.554623711,45.53746797
2400,7.633070025,45.59322101
2358,7.596510334,45.57641386
2196,7.321867868,45.57577936
1822,7.583896533,45.54882108
3064,7.312175938,45.51244815
1281,7.533831001,45.50159818
2915,7.429599772,45.64856559
2946,7.432957006,45.49931557
2260,7.647163975,45.47932187
2206,7.477157211,45.67352819
2236,7.544231481,45.55188082
2683,7.406779989,45.67322528
2420,7.667576896,45.55627108
844,7.586449606,45.40946372
1485,7.335568194,45.61824948
2770,7.494090474,45.58185276
2596,7.393966744,45.49774215
2458,7.602080172,45.52259651
2701,7.399478957,45.68594073
811,7.405264512,45.72711885
2154,7.310161358,45.66766053
2904,7.336998876,45.50339597
1821,7.369615185,45.70547712
3057,7.359708508,45.5188751
2111,7.551397355,45.70197003
1024,7.576473734,45.45835142
469,7.653090577,45.40846001
1720,7.648684313,45.45089493
815,7.37450767,45.43291376
1864,7.584168274,45.5337454
1854,7.327024555,45.4294583
2592,7.488514805,45.54369293
3172,7.363222721,45.53448794
2241,7.442144248,45.53805828
2495,7.506828198,45.64019875
1695,7.610464277,45.48664327
722,7.5566573,45.41090215
1813,7.328584302,45.45763243
1845,7.566868759,45.5544208
2440,7.428193533,45.55673403
2868,7.366229663,45.64619918
2844,7.428504421,45.49732238
578,7.460011321,45.7424616
2406,7.34041268,45.47669707
1900,7.413973866,45.5987899
2199,7.507485443,45.53612027
1862,7.582405513,45.49799127
1100,7.537707069,45.50020789
1767,7.411512671,45.41862868
1759,7.495158503,45.46376047
2150,7.382931943,45.62478762
2216,7.508759793,45.5234316
2212,7.597147354,45.64847505
2582,7.522371778,45.60243023
3231,7.32490687,45.52059151
1773,7.624490785,45.66639265
2819,7.373245782,45.68548031
2430,7.44164764,45.52553521
2075,7.668542128,45.56854709
1075,7.653535629,45.70244834
2168,7.586922524,45.62865776
1592,7.51126157,45.46058211
2691,7.435555596,45.6105331
3258,7.344932657,45.52667798
1277,7.393062563,45.4380086
2172,7.321589929,45.6742368
2444,7.523620302,45.57115525
2320,7.314631273,45.64896702
2454,7.427483056,45.483314
504,7.539513171,45.74128214
1439,7.661513307,45.46287705
1808,7.585319122,45.49419402
2723,7.432632841,45.65428958
2036,7.315591747,45.6206746
2043,7.627839856,45.56165715
1730,7.357560489,45.61575321
1935,7.31264068,45.68066647
2690,7.464631362,45.57016752
1969,7.432905003,45.4534002
2080,7.596484488,45.63055629
2643,7.430119714,45.53692821
1420,7.63020036,45.6254916
2304,7.476574045,45.55470737
1499,7.495069906,45.6846578
990,7.551971573,45.5078372
1376,7.5300916,45.48463711
1981,7.397995513,45.47426143
1340,7.497265083,45.45245571
1125,7.650910635,45.70519228
1912,7.579569414,45.61707719
1895,7.58821224,45.54325832
1554,7.561234148,45.49759968
1456,7.519507861,45.44532259
1598,7.614877445,45.61759736
1253,7.545360019,45.5314174
3107,7.372253032,45.68001904
2309,7.391121472,45.63584709
1791,7.591876626,45.51590649
1752,7.45647776,45.44047373
2482,7.325092304,45.40764969
2575,7.460602127,45.47493136
2651,7.448894985,45.57809278
2192,7.440288255,45.68808581
669,7.655137547,45.41945093
1589,7.334565452,45.62689404
1740,7.644806057,45.63827485
1692,7.587070348,45.71350673
3062,7.353661023,45.54463421
2207,7.399311886,45.48267054
1593,7.540670217,45.71574163
2526,7.512658867,45.60787723
1715,7.511799354,45.7060634
1585,7.658205923,45.63569532
432,7.612130758,45.41791979
2206,7.453680977,45.50946564
2380,7.444136379,45.51316766
1740,7.633639875,45.66334346
2717,7.361440862,45.66281648
1616,7.336127849,45.61496735
1307,7.667417573,45.63797968
1724,7.590261555,45.66590831
1790,7.666812436,45.5750181
773,7.667170356,45.66165529
1529,7.396276733,45.7161212
941,7.555170962,45.42598384
3010,7.324419414,45.49112545
2693,7.457192753,45.58961422
795,7.391226547,45.42897602
1401,7.600341717,45.72359966
2466,7.370763699,45.50349052
2002,7.343936101,45.45726759
1171,7.542359515,45.43844872
1497,7.581262127,45.53733561
2380,7.316769461,45.60402436
1831,7.337997483,45.63232244
1593,7.540002763,45.71576837
2811,7.355003507,45.6571516
1644,7.476302712,45.43741346
2142,7.442316089,45.46857405
935,7.362877622,45.72182111
2604,7.534967977,45.59199743
1617,7.608350845,45.67429704
1313,7.313773935,45.70487635
1432,7.643270795,45.69280715
1581,7.509077882,45.55930174
2265,7.318604438,45.5819944
2766,7.429966532,45.6425467
2762,7.337163254,45.48481784
1372,7.519399984,45.48745705
2312,7.356774221,45.50102654
598,7.317942656,45.7429263
2169,7.359916314,45.59029658
1296,7.559582583,45.43473691
2059,7.518205237,45.68841348
2532,7.326927423,45.48552158
2801,7.559148183,45.59031041
2458,7.427392608,45.69288211
1522,7.65928199,45.5317872
2837,7.34496212,45.49019735
1601,7.379713756,45.60072112
2314,7.479358917,45.5552012
2031,7.593647261,45.52347861
2111,7.385517777,45.55855292
2621,7.45290432,45.47516403
2777,7.417753869,45.62660235
951,7.642339409,45.42200605
2587,7.334142653,45.64614554
2743,7.428234735,45.67119837
3261,7.351695127,45.54157263
1991,7.580709784,45.61142636
2147,7.472889384,45.48098897
1161,7.652103136,45.64741635
2781,7.404470839,45.65932173
2485,7.570565978,45.58879482
1246,7.394938878,45.45772055
3266,7.376320769,45.65867284
1770,7.628610483,45.45672912
1603,7.488843783,45.6717269
2605,7.619360315,45.51968813
1707,7.582793654,45.71475047
2871,7.484850624,45.62452455
2364,7.316765625,45.6076113
2323,7.501729843,45.47637479
2506,7.55066267,45.57901068
2942,7.423630868,45.61667858
1655,7.666561223,45.49453994
1705,7.562545729,45.54248289
2328,7.52494193,45.68276547
2381,7.423521773,45.57760766
2286,7.428100163,45.46576342
1992,7.482529333,45.53402662
2063,7.588942767,45.60607658
1572,7.322576874,45.45748335
2171,7.609926567,45.59247652
2419,7.443297171,45.47570507
852,7.629565209,45.73392483
1695,7.332817896,45.57670142
890,7.458883661,45.42446758
1105,7.511248496,45.50237375
2049,7.642714587,45.46193848
1797,7.632819966,45.48633864
931,7.363361792,45.43657068
768,7.572694291,45.4680243
2051,7.505074057,45.52136187
2832,7.367376129,45.66698501
1155,7.548800871,45.5103289
2159,7.499677209,45.63452542
621,7.666355024,45.42118278
504,7.57090519,45.41667425
1503,7.38266,45.41831797
1509,7.392810341,45.41978212
2571,7.549948486,45.63940587
1449,7.501983715,45.69626332
764,7.658230142,45.67264981
1859,7.499207023,45.55960833
1132,7.399387134,45.45501385
2002,7.533970173,45.55639518
2585,7.458979986,45.60853952
439,7.613699014,45.41283705
2141,7.576632044,45.56735097
2244,7.446617108,45.46961593
3096,7.331256824,45.49475999
2289,7.592212831,45.63873755
549,7.491588533,45.73548978
2433,7.565990286,45.57954454
701,7.380491646,45.72709114
1627,7.369353035,45.60545977
2109,7.541913302,45.68630103
2567,7.460599772,45.49009934
2168,7.643106415,45.48672711
1105,7.410753306,45.44962093
378,7.667621295,45.69663194
1466,7.400184033,45.71169224
1430,7.618872628,45.67563076
1255,7.536884523,45.45031723
2336,7.390382572,45.60945914
759,7.352864839,45.72325849
2376,7.355466088,45.48163926
1048,7.342853137,45.71785197
1925,7.664192151,45.54688293
2012,7.473523405,45.46154604
2547,7.426536575,45.52814342
1023,7.631792332,45.42967522
1046,7.597921242,45.72878811
1547,7.655413939,45.46268275
2199,7.373178526,45.69467567
3394,7.357386451,45.54013838
1691,7.53834194,45.45702402
788,7.590640752,45.45303206
2581,7.387827719,45.50528072
2832,7.521837556,45.58364283
2011,7.334584687,45.46615371
2348,7.333711272,45.68092183
1457,7.663387565,45.59731576
1129,7.540589323,45.43619692
496,7.539473406,45.74203434
2201,7.614513713,45.57504448
3125,7.368156588,45.6449848
3050,7.344258402,45.53354054
1901,7.377687493,45.45057359
2439,7.438982714,45.54090449
2517,7.524854452,45.69836861
2092,7.375114255,45.59105194
2348,7.499305992,45.57569853
2224,7.614476539,45.55728563
1585,7.653024246,45.61345885
937,7.528522909,45.72595391
2697,7.542117352,45.67015379
2196,7.45357175,45.52966456
2691,7.409993804,45.62399178
839,7.63844852,45.68218924
2679,7.516124091,45.59838673
2496,7.639665067,45.56707689
2593,7.4206221,45.60978143
2328,7.528471899,45.68400122
1588,7.549469769,45.71773248
2030,7.598250281,45.61072762
1942,7.62055628,45.59040251
2727,7.558331709,45.63804337
1516,7.362817189,45.42365638
2688,7.463758306,45.65315693
1235,7.448788639,45.43147574
2323,7.358077729,45.49533073
1700,7.607250374,45.6180096
2164,7.517509393,45.65855377
2879,7.527521541,45.62746867
1380,7.354909609,45.42827866
1464,7.502253969,45.69571639
1835,7.589481454,45.68481512
2651,7.458848203,45.6433092
2632,7.429339064,45.63006659
469,7.665324259,45.706672
2827,7.338730739,45.49504115
866,7.632480442,45.4260988
507,7.598130738,45.74028965
617,7.442480668,45.72947583
1868,7.658567648,45.57207301
2130,7.643348772,45.45699686
2649,7.461860713,45.6498025
989,7.325011864,45.71256085
957,7.385047495,45.72328734
2217,7.397553318,45.57022607
2348,7.468373355,45.68602865
1900,7.670034755,45.54908299
1535,7.51788167,45.44493582
1212,7.611211511,45.47082243
2057,7.420271902,45.60150419
1077,7.409814083,45.44908639
565,7.441699723,45.73383295
2510,7.611214544,45.5447824
1873,7.375336869,45.62302839
2298,7.473896873,45.46862761
1459,7.61878566,45.45708962
2334,7.639847201,45.51195682
2408,7.346585616,45.63758754
2250,7.360024113,45.59355198
528,7.508172538,45.73835935
2044,7.513792229,45.47001905
2786,7.534540277,45.62167953
614,7.520469115,45.40971572
2494,7.338338629,45.54774474
2423,7.436775047,45.5215695
2211,7.56855142,45.67706436
1907,7.463735049,45.51247622
1224,7.509698371,45.49436795
1583,7.565700198,45.50255499
2180,7.660180015,45.50719974
972,7.657309727,45.67053763
1732,7.346852232,45.61865465
1498,7.618076263,45.47268693
763,7.553899012,45.4086761
2737,7.358898009,45.65611732
2652,7.451562573,45.48189595
1055,7.599334074,45.46793818
1087,7.624662426,45.43421131
2177,7.479281524,45.69061376
2413,7.409325601,45.63912527
2169,7.523830434,45.65535317
2403,7.414802551,45.58717571
1610,7.6478504,45.63033768
1351,7.534576774,45.53999297
1731,7.489959803,45.68859806
1704,7.62048367,45.46525375
2147,7.382615138,45.58361765
1730,7.645632405,45.6406712
2666,7.323322057,45.653848
2720,7.476908048,45.65697136
1714,7.58456318,45.48812279
2339,7.398846871,45.69754278
535,7.444204926,45.7382338
2158,7.312154041,45.66674844
1933,7.647050007,45.60041293
1871,7.508084854,45.68533842
2040,7.616052147,45.4991474
2650,7.519024541,45.64818699
3413,7.341165634,45.52280287
1037,7.658354131,45.66376996
2258,7.360520889,45.62870909
2393,7.561494392,45.60219493
1963,7.670524234,45.549939
2300,7.518076009,45.65519165
2651,7.362428999,45.67937757
1969,7.517939101,45.45556829
492,7.626464886,45.41052687
567,7.341281039,45.72908642
1612,7.655630821,45.63026873
2263,7.483546323,45.64560645
1194,7.56688079,45.7273364
2382,7.354970852,45.50147715
2825,7.364417955,45.63992233
2473,7.341006644,45.6704037
2206,7.469583613,45.48129128
2407,7.396486679,45.48849835
2463,7.482901385,45.5548041
1673,7.398884345,45.46352445
919,7.558174064,45.40829624
2623,7.516064058,45.59401593
1853,7.488148039,45.53048841
2029,7.560753614,45.70641236
1562,7.546840733,45.45135313
566,7.316208747,45.73057235
1426,7.488251889,45.42852191
1580,7.572892557,45.55489861
2929,7.417352466,45.67085083
2366,7.528301777,45.66127922
2680,7.429697352,45.62851621
1231,7.318531826,45.44642066
2348,7.639218891,45.51425658
2139,7.436921267,45.59683219
694,7.379350076,45.72708793
2058,7.601292729,45.6019326
1831,7.506599103,45.48774712
1866,7.398066659,45.70502428
2202,7.333507912,45.55283737
1452,7.559060663,45.46883456
1089,7.549523587,45.51322886
2997,7.407768139,45.54726008
2082,7.389157878,45.40659837
2151,7.318475671,45.67275904
2147,7.645237101,45.56229358
1405,7.501396436,45.4213131
3125,7.40152256,45.517757
1930,7.656295703,45.57506675
1408,7.514123155,45.50928954
687,7.614861039,45.73815662
2755,7.47635124,45.57746392
1473,7.658580091,45.45255943
2469,7.470249276,45.54074497
876,7.63743836,45.42488928
2722,7.412039001,45.48694425
2338,7.444822832,45.5885659
2088,7.374219765,45.48870596
2416,7.614421936,45.57010081
2425,7.609715362,45.50290856
571,7.313928494,45.73298487
1458,7.660917561,45.46063918
3036,7.377388432,45.67635394
3000,7.375599678,45.64635009
2532,7.333214212,45.54137674
2181,7.39389687,45.69964321
2447,7.56895477,45.60265886
2063,7.444978981,45.68948154
1866,7.510959744,45.68848436
801,7.373682687,45.43002051
2494,7.435507363,45.5406239
1182,7.627682111,45.4364682
2892,7.340809075,45.65584552
2527,7.592419976,45.58270929
1511,7.49815605,45.69075599
2309,7.613129345,45.6463379
1479,7.325461149,45.43482753
1099,7.46589608,45.4251881
2121,7.663018062,45.50531543
946,7.334986673,45.71865377
